teapot,good,4302,new,111x68x7
videocard,normal,3516,new,10x55x45
HDD,bad,5958,new,55x77x99
air pods,premiun lux,4719,used,100x45x2
RAM,so-so,1448,new,200x100x1
air pods,good,9262,used,90x123x1
teapot,premiun lux,7604,used,12x90x56
monitor,good,8197,used,90x123x1
air pods,good,1499,used,100x45x2
CPU,premium,3068,used,10x55x45
motherboard,so-so,5497,used,45x34x56
SSD,very bad,8085,used,55x77x88
monitor,premium,3070,used,100x45x2
air pods,very bad,7593,new,45x34x56
air pods,so-so,7091,used,55x77x88
motherboard,normal,2291,new,55x77x88
monitor,good,8470,used,55x77x99
RAM,very bad,7663,used,90x123x1
HDD,very bad,148,used,10x55x45
computer,so-so,1129,new,45x34x56
RAM,bad,2024,used,55x77x99
RAM,premium,6939,new,12x90x56
videocard,so-so,339,used,200x100x1
SSD,so-so,4049,used,100x45x2
HDD,bad,95,used,45x34x56
videocard,bad,2125,new,100x45x2
teapot,very bad,1569,used,45x34x56
teapot,bad,1972,used,200x100x1
HDD,premiun lux,5625,used,45x34x56
HDD,bad,3228,new,90x123x1
SSD,bad,5515,new,10x55x45
teapot,very good,5368,used,90x123x1
motherboard,very bad,5595,used,45x34x56
air pods,normal,5502,used,55x77x88
player,premiun lux,3383,new,10x55x45
videocard,very good,1413,used,90x123x1
player,so-so,4437,new,90x123x1
monitor,normal,2655,used,12x90x56
monitor,bad,6405,new,111x68x7
air pods,very good,976,new,90x123x1
motherboard,good,2261,used,90x123x1
computer,very bad,1297,used,90x123x1
RAM,normal,9427,new,55x77x88
monitor,so-so,9163,used,55x77x88
computer,bad,9785,used,55x77x88
SSD,bad,6948,used,90x123x1
RAM,bad,25,used,90x123x1
RAM,premiun lux,1636,new,111x68x7
player,premiun lux,4602,used,111x68x7
air pods,premiun lux,5133,new,55x77x99
computer,very bad,2107,new,45x34x56
SSD,normal,1946,new,111x68x7
RAM,very good,7176,used,90x123x1
RAM,very bad,7113,used,10x55x45
RAM,good,8877,used,12x90x56
RAM,very bad,2377,used,111x68x7
teapot,normal,6945,new,200x100x1
air pods,very bad,3465,new,12x90x56
motherboard,premiun lux,704,new,55x77x99
CPU,premium,6085,new,10x55x45
HDD,very bad,1515,used,12x90x56
air pods,very good,3873,new,100x45x2
air pods,premium,4599,new,111x68x7
RAM,very bad,9131,used,12x90x56
motherboard,bad,1173,new,55x77x99
teapot,very bad,7406,used,45x34x56
CPU,premium,3092,used,100x45x2
player,normal,5064,new,45x34x56
computer,premiun lux,7707,new,55x77x99
air pods,good,7971,new,90x123x1
SSD,normal,3508,new,90x123x1
teapot,premium,8252,new,12x90x56
videocard,premiun lux,2095,used,200x100x1
HDD,premium,2017,used,55x77x99
air pods,very good,6706,used,10x55x45
monitor,very good,7900,used,55x77x88
air pods,bad,5067,used,100x45x2
HDD,premiun lux,1438,new,55x77x88
player,good,1921,new,100x45x2
HDD,premium,9118,new,12x90x56
HDD,very good,170,used,12x90x56
air pods,good,3186,new,12x90x56
SSD,premium,3962,used,12x90x56
player,normal,5204,new,200x100x1
computer,very good,222,used,200x100x1
air pods,bad,3840,new,10x55x45
player,premiun lux,2138,used,10x55x45
air pods,very bad,1103,new,90x123x1
air pods,bad,7965,new,90x123x1
motherboard,good,2176,used,10x55x45
SSD,normal,238,used,100x45x2
videocard,very bad,7410,new,100x45x2
RAM,very good,8672,new,111x68x7
monitor,normal,6902,used,200x100x1
videocard,very good,4762,new,12x90x56
motherboard,very bad,7695,used,45x34x56
CPU,premium,5677,used,55x77x99
air pods,premium,4270,new,111x68x7
player,very bad,9859,used,55x77x99
air pods,good,1990,new,12x90x56
videocard,very bad,8626,used,90x123x1
motherboard,good,5359,new,100x45x2
monitor,good,5533,used,10x55x45
teapot,premium,9975,used,55x77x88
monitor,premium,545,new,12x90x56
SSD,so-so,5571,new,45x34x56
CPU,normal,3899,used,111x68x7
SSD,so-so,8642,used,200x100x1
motherboard,very bad,3843,used,200x100x1
SSD,bad,6706,used,45x34x56
SSD,premiun lux,9934,new,100x45x2
CPU,good,2897,used,55x77x99
HDD,good,9872,new,111x68x7
teapot,very good,9373,used,100x45x2
motherboard,normal,4186,new,100x45x2
air pods,normal,267,new,111x68x7
motherboard,bad,208,new,55x77x99
teapot,bad,6261,used,10x55x45
monitor,premium,3592,used,55x77x99
CPU,so-so,2828,used,10x55x45
player,premiun lux,4575,new,12x90x56
HDD,normal,4629,new,10x55x45
motherboard,premium,9015,new,111x68x7
HDD,so-so,668,new,12x90x56
computer,so-so,1961,used,12x90x56
monitor,normal,1321,new,45x34x56
air pods,so-so,4602,new,55x77x99
SSD,good,3716,used,12x90x56
player,normal,6845,used,111x68x7
motherboard,very good,310,new,45x34x56
HDD,good,3554,used,12x90x56
air pods,very good,6826,new,12x90x56
HDD,premiun lux,2632,new,111x68x7
CPU,normal,5912,new,100x45x2
computer,premiun lux,8758,used,45x34x56
SSD,good,8616,used,200x100x1
motherboard,premium,5008,new,10x55x45
monitor,so-so,8977,used,45x34x56
computer,good,6812,used,12x90x56
SSD,bad,28,used,111x68x7
air pods,good,3421,new,55x77x88
HDD,bad,8991,used,111x68x7
air pods,normal,6586,new,55x77x99
RAM,very bad,3663,new,55x77x99
HDD,premium,515,new,111x68x7
videocard,normal,7796,new,55x77x99
motherboard,bad,3553,new,90x123x1
RAM,premium,5461,new,55x77x88
monitor,normal,5595,used,90x123x1
monitor,premium,5853,new,45x34x56
air pods,so-so,8866,new,111x68x7
monitor,premiun lux,7517,used,45x34x56
RAM,premium,101,used,10x55x45
CPU,bad,2230,used,55x77x88
SSD,so-so,1851,used,111x68x7
air pods,bad,8165,new,10x55x45
teapot,so-so,5108,new,200x100x1
motherboard,very good,624,new,55x77x88
RAM,very bad,4000,used,10x55x45
computer,very bad,9695,used,111x68x7
SSD,bad,8796,new,45x34x56
computer,good,1165,new,90x123x1
teapot,good,1676,used,111x68x7
HDD,bad,8065,new,111x68x7
videocard,so-so,7924,new,55x77x99
motherboard,bad,4118,new,90x123x1
teapot,so-so,6702,used,90x123x1
player,very bad,7474,new,12x90x56
air pods,premiun lux,6900,used,55x77x99
CPU,premium,3296,used,90x123x1
monitor,bad,9087,used,45x34x56
monitor,very bad,9369,used,55x77x99
air pods,premium,9881,used,45x34x56
SSD,premium,8832,new,111x68x7
monitor,normal,6577,new,200x100x1
CPU,normal,9750,used,45x34x56
teapot,premiun lux,5921,new,12x90x56
RAM,premiun lux,2410,new,10x55x45
videocard,very bad,8761,new,90x123x1
SSD,normal,2240,new,200x100x1
motherboard,bad,1155,used,55x77x99
RAM,very good,8541,new,55x77x99
computer,premium,5862,new,12x90x56
computer,very good,1495,new,200x100x1
air pods,very good,4465,used,55x77x88
motherboard,premiun lux,2468,used,12x90x56
RAM,premiun lux,7189,used,111x68x7
monitor,premium,7489,used,200x100x1
monitor,premium,4847,new,111x68x7
monitor,so-so,1146,new,45x34x56
computer,premiun lux,9321,new,55x77x99
air pods,very good,586,used,55x77x88
air pods,very bad,2661,new,12x90x56
air pods,good,3387,new,12x90x56
RAM,so-so,7479,used,45x34x56
videocard,bad,6713,new,111x68x7
videocard,premiun lux,6134,used,55x77x88
HDD,very bad,3510,new,90x123x1
HDD,very good,7940,new,55x77x88
RAM,very good,604,new,200x100x1
computer,premium,9109,new,111x68x7
computer,good,2871,new,55x77x88
motherboard,premium,1403,used,55x77x88
CPU,premiun lux,6261,new,90x123x1
computer,very bad,9512,used,12x90x56
motherboard,normal,4548,used,45x34x56
SSD,good,9026,new,12x90x56
air pods,good,107,new,55x77x88
HDD,normal,2399,new,111x68x7
player,very good,5946,new,55x77x99
computer,so-so,8159,new,200x100x1
air pods,very bad,2317,used,12x90x56
RAM,normal,1250,used,200x100x1
CPU,so-so,3007,new,200x100x1
teapot,bad,370,used,10x55x45
monitor,bad,7510,used,55x77x88
air pods,very good,9133,new,45x34x56
air pods,so-so,212,used,90x123x1
videocard,good,4038,used,100x45x2
monitor,normal,5181,new,55x77x99
motherboard,good,1345,used,10x55x45
motherboard,very bad,5902,used,100x45x2
HDD,very bad,7464,used,55x77x88
air pods,premiun lux,3144,used,55x77x88
air pods,very bad,5331,new,90x123x1
CPU,very good,2661,used,100x45x2
CPU,premiun lux,9928,new,55x77x99
videocard,bad,1197,used,10x55x45
videocard,good,5259,new,45x34x56
videocard,very good,4143,used,10x55x45
videocard,very bad,2364,new,200x100x1
RAM,good,6580,new,12x90x56
computer,normal,869,new,55x77x88
videocard,so-so,4986,new,100x45x2
motherboard,bad,807,used,111x68x7
CPU,bad,5657,new,10x55x45
teapot,premiun lux,8761,new,10x55x45
monitor,very bad,3599,used,55x77x88
teapot,so-so,8161,used,90x123x1
player,good,2315,new,90x123x1
computer,bad,1372,new,45x34x56
RAM,so-so,134,new,55x77x99
motherboard,premium,6052,used,55x77x88
HDD,bad,5279,new,90x123x1
monitor,good,6165,used,10x55x45
player,normal,1206,new,100x45x2
computer,bad,9122,new,55x77x99
CPU,very bad,4664,used,55x77x99
player,good,2173,used,90x123x1
videocard,premium,2833,new,100x45x2
teapot,very good,7531,new,200x100x1
videocard,very bad,7216,used,12x90x56
HDD,very bad,4732,new,111x68x7
CPU,good,3230,used,55x77x99
monitor,good,6805,used,100x45x2
air pods,premium,5454,used,55x77x99
SSD,so-so,449,used,10x55x45
motherboard,bad,53,new,90x123x1
monitor,so-so,1508,used,12x90x56
videocard,good,1256,new,111x68x7
computer,premium,3438,used,45x34x56
player,so-so,8741,new,55x77x99
videocard,premiun lux,6483,used,10x55x45
teapot,very good,2846,new,55x77x88
player,very good,3743,used,55x77x88
motherboard,normal,4051,used,12x90x56
videocard,very good,9478,new,111x68x7
motherboard,so-so,5941,used,12x90x56
videocard,bad,6846,used,55x77x88
motherboard,bad,1976,used,100x45x2
computer,very bad,9802,used,90x123x1
HDD,good,5959,new,200x100x1
player,premiun lux,81,used,100x45x2
teapot,premium,8600,used,45x34x56
motherboard,so-so,3277,new,55x77x88
player,good,1505,used,200x100x1
videocard,bad,1770,used,12x90x56
SSD,normal,3413,new,55x77x88
SSD,good,1097,new,10x55x45
air pods,premiun lux,7012,new,90x123x1
SSD,so-so,8671,used,10x55x45
computer,good,4116,used,111x68x7
computer,normal,7312,used,90x123x1
player,normal,814,used,111x68x7
SSD,normal,1808,new,55x77x88
computer,so-so,5614,used,90x123x1
SSD,bad,6609,new,200x100x1
RAM,good,2374,used,90x123x1
teapot,premiun lux,3358,used,55x77x99
teapot,so-so,7240,used,100x45x2
CPU,very bad,3524,used,12x90x56
monitor,premium,1173,new,55x77x99
monitor,very bad,3127,new,55x77x99
RAM,premiun lux,1025,new,100x45x2
videocard,premiun lux,2056,new,111x68x7
SSD,so-so,2568,used,90x123x1
CPU,premium,4377,used,111x68x7
teapot,good,9517,new,100x45x2
player,good,8364,new,111x68x7
HDD,premium,9217,used,45x34x56
RAM,premium,6895,new,55x77x99
player,bad,6909,used,45x34x56
SSD,very good,1600,used,45x34x56
SSD,good,5029,used,12x90x56
CPU,good,8309,new,45x34x56
monitor,premium,8160,used,55x77x99
SSD,normal,5047,used,55x77x88
videocard,premium,5525,used,55x77x99
HDD,so-so,6247,used,100x45x2
SSD,premium,8695,used,100x45x2
motherboard,premium,9299,new,100x45x2
air pods,premiun lux,7612,used,111x68x7
motherboard,so-so,7731,used,45x34x56
SSD,normal,2867,new,10x55x45
CPU,very good,3545,used,100x45x2
HDD,bad,4591,used,12x90x56
air pods,premiun lux,3066,new,55x77x99
SSD,premium,8039,new,100x45x2
videocard,so-so,7469,new,90x123x1
computer,good,4351,new,10x55x45
computer,so-so,7843,new,55x77x88
air pods,premium,3557,new,12x90x56
RAM,bad,4479,used,10x55x45
HDD,bad,2801,new,90x123x1
teapot,very bad,5243,new,10x55x45
CPU,premium,4441,new,90x123x1
videocard,normal,8605,used,200x100x1
SSD,very good,6287,used,100x45x2
CPU,bad,6841,new,45x34x56
monitor,good,138,new,12x90x56
monitor,so-so,3052,used,55x77x88
air pods,normal,7652,new,100x45x2
SSD,so-so,6692,new,90x123x1
player,very bad,453,new,90x123x1
RAM,premiun lux,3038,new,45x34x56
monitor,good,1529,new,111x68x7
HDD,so-so,3082,used,200x100x1
air pods,premium,4728,used,111x68x7
motherboard,normal,8973,new,55x77x99
RAM,premiun lux,750,new,55x77x88
motherboard,very bad,2761,new,55x77x88
CPU,bad,8058,used,45x34x56
air pods,very good,8392,new,90x123x1
teapot,premium,4898,new,12x90x56
SSD,very good,621,used,100x45x2
RAM,bad,5208,used,111x68x7
computer,premiun lux,6072,new,10x55x45
air pods,good,3906,used,90x123x1
RAM,premiun lux,3448,used,55x77x88
motherboard,bad,6361,new,111x68x7
CPU,normal,5043,new,90x123x1
videocard,very good,2692,used,55x77x99
RAM,premiun lux,6422,new,55x77x99
computer,normal,7366,new,200x100x1
monitor,very good,7189,used,12x90x56
CPU,so-so,2745,used,100x45x2
computer,premium,2228,new,45x34x56
videocard,so-so,2656,used,12x90x56
player,normal,3769,used,55x77x99
teapot,very bad,7570,used,90x123x1
teapot,premiun lux,2833,new,200x100x1
computer,normal,9968,new,10x55x45
SSD,premiun lux,9012,used,12x90x56
computer,normal,9164,used,12x90x56
computer,very bad,294,used,10x55x45
air pods,bad,420,new,90x123x1
CPU,so-so,4510,new,12x90x56
videocard,very good,9804,used,55x77x88
player,good,1616,new,45x34x56
player,bad,14,used,111x68x7
SSD,very bad,9618,used,10x55x45
monitor,bad,7443,used,10x55x45
air pods,bad,6166,used,200x100x1
computer,premium,1561,used,55x77x99
computer,good,6586,used,200x100x1
motherboard,normal,5256,used,200x100x1
teapot,normal,1196,new,200x100x1
CPU,bad,6472,used,200x100x1
SSD,premiun lux,9296,new,90x123x1
computer,good,787,new,111x68x7
monitor,so-so,3603,new,111x68x7
monitor,premiun lux,4137,new,111x68x7
HDD,premiun lux,3277,new,45x34x56
CPU,premium,3945,new,55x77x88
teapot,normal,3358,new,12x90x56
RAM,premiun lux,490,used,100x45x2
CPU,very good,5212,used,111x68x7
SSD,good,3014,new,12x90x56
player,very good,5261,new,100x45x2
motherboard,bad,7731,used,10x55x45
videocard,very bad,7788,used,100x45x2
videocard,normal,6155,used,12x90x56
motherboard,normal,5588,used,90x123x1
CPU,normal,5098,new,12x90x56
RAM,normal,1972,new,200x100x1
teapot,so-so,4979,new,200x100x1
motherboard,so-so,43,used,90x123x1
motherboard,premium,9515,used,45x34x56
RAM,very good,52,used,10x55x45
computer,very good,1794,new,111x68x7
computer,premium,9824,new,111x68x7
motherboard,so-so,2848,used,10x55x45
SSD,very bad,862,new,90x123x1
SSD,premium,2728,used,111x68x7
motherboard,bad,4979,used,55x77x99
teapot,so-so,2285,new,12x90x56
air pods,good,173,used,55x77x99
teapot,so-so,8410,new,200x100x1
RAM,good,1636,new,100x45x2
motherboard,so-so,6178,new,100x45x2
SSD,bad,2297,used,55x77x99
computer,premium,2081,new,111x68x7
motherboard,very good,3276,new,100x45x2
computer,good,3847,used,55x77x88
SSD,premium,3382,used,55x77x88
videocard,premium,932,new,100x45x2
air pods,very good,1340,new,12x90x56
CPU,very good,2948,used,12x90x56
RAM,so-so,3545,used,45x34x56
motherboard,normal,1454,new,10x55x45
SSD,so-so,2240,used,55x77x88
SSD,good,5755,new,90x123x1
computer,premiun lux,6705,used,55x77x99
CPU,normal,8339,new,111x68x7
air pods,very good,2161,new,100x45x2
computer,bad,8859,used,55x77x99
air pods,so-so,7776,used,45x34x56
teapot,bad,8866,used,100x45x2
motherboard,so-so,1464,new,100x45x2
CPU,very good,87,used,200x100x1
computer,very bad,8317,used,100x45x2
teapot,premiun lux,7956,new,10x55x45
player,normal,4055,new,90x123x1
HDD,premium,2773,used,55x77x99
SSD,very bad,7240,used,90x123x1
motherboard,very bad,5905,used,90x123x1
teapot,so-so,2431,new,45x34x56
motherboard,normal,7841,new,55x77x88
air pods,premium,4294,new,45x34x56
player,premium,1428,used,55x77x99
teapot,normal,7996,used,12x90x56
SSD,very bad,7450,new,55x77x99
monitor,so-so,2541,new,100x45x2
monitor,premium,3136,new,111x68x7
SSD,normal,6351,used,12x90x56
motherboard,normal,652,used,111x68x7
air pods,bad,6519,used,12x90x56
computer,bad,5430,used,55x77x99
SSD,very bad,236,new,200x100x1
monitor,very good,3031,used,55x77x88
teapot,so-so,2636,new,55x77x99
SSD,good,2304,new,10x55x45
air pods,normal,6764,used,10x55x45
videocard,so-so,8663,new,10x55x45
teapot,very bad,4697,used,10x55x45
RAM,bad,3303,used,10x55x45
air pods,so-so,2321,used,10x55x45
player,bad,774,used,45x34x56
computer,very bad,8643,used,12x90x56
player,premium,5810,used,55x77x99
air pods,normal,2368,used,100x45x2
player,so-so,6982,used,55x77x99
RAM,good,48,new,10x55x45
player,very bad,3147,new,10x55x45
motherboard,premium,5965,used,111x68x7
HDD,bad,1310,new,10x55x45
teapot,so-so,2320,used,90x123x1
motherboard,premium,9207,used,55x77x88
HDD,good,9949,used,111x68x7
videocard,very good,1356,used,111x68x7
player,good,6326,used,12x90x56
SSD,premiun lux,4645,new,10x55x45
motherboard,bad,1582,new,10x55x45
teapot,so-so,5754,new,55x77x99
SSD,normal,4820,used,100x45x2
RAM,very good,4883,new,12x90x56
player,premium,3024,used,90x123x1
player,very bad,7922,used,111x68x7
videocard,bad,7880,new,55x77x88
motherboard,premium,7476,new,12x90x56
videocard,very bad,3801,new,100x45x2
CPU,premium,1645,used,12x90x56
monitor,good,3905,used,55x77x99
player,premium,624,new,200x100x1
SSD,very good,3796,used,111x68x7
teapot,good,1836,new,200x100x1
computer,premium,2065,used,45x34x56
player,premium,9319,new,90x123x1
air pods,very bad,1731,used,45x34x56
SSD,bad,6425,used,12x90x56
monitor,good,8443,new,200x100x1
teapot,very good,3377,new,45x34x56
HDD,good,4723,new,10x55x45
HDD,good,735,new,200x100x1
player,bad,6654,new,55x77x99
CPU,so-so,2598,new,90x123x1
CPU,so-so,1529,used,55x77x99
teapot,very bad,433,new,55x77x88
SSD,bad,5033,used,200x100x1
CPU,very bad,3736,new,45x34x56
HDD,so-so,4368,used,90x123x1
SSD,premiun lux,7433,new,45x34x56
monitor,good,5201,used,55x77x88
CPU,premiun lux,6135,new,55x77x99
player,premiun lux,435,new,111x68x7
RAM,premium,8225,new,45x34x56
SSD,so-so,8242,used,111x68x7
RAM,premiun lux,6256,new,10x55x45
motherboard,good,8846,used,55x77x88
SSD,premiun lux,3851,new,90x123x1
monitor,very bad,894,used,45x34x56
RAM,normal,5933,used,55x77x88
motherboard,so-so,347,new,12x90x56
monitor,normal,9516,new,45x34x56
videocard,so-so,4260,new,12x90x56
monitor,very bad,1804,used,200x100x1
HDD,premiun lux,6374,new,111x68x7
RAM,so-so,9361,used,55x77x99
computer,bad,8090,used,55x77x99
teapot,premiun lux,975,used,55x77x99
SSD,premiun lux,852,new,55x77x99
teapot,premiun lux,9496,new,10x55x45
CPU,premiun lux,9648,used,10x55x45
motherboard,normal,3521,new,100x45x2
teapot,premiun lux,7558,used,12x90x56
teapot,premiun lux,8614,new,10x55x45
videocard,so-so,2454,new,100x45x2
player,very bad,5585,new,55x77x99
HDD,very bad,102,used,12x90x56
air pods,premium,7907,used,100x45x2
SSD,premiun lux,1809,new,10x55x45
motherboard,so-so,2076,new,12x90x56
monitor,bad,7162,new,90x123x1
HDD,bad,9401,used,200x100x1
monitor,bad,107,used,12x90x56
RAM,so-so,4400,used,100x45x2
computer,premium,561,new,55x77x88
air pods,so-so,1254,used,10x55x45
computer,very good,1791,used,90x123x1
computer,very good,3342,new,55x77x88
SSD,good,1170,new,45x34x56
teapot,bad,9071,new,100x45x2
videocard,normal,2384,used,10x55x45
monitor,premium,9757,used,55x77x99
HDD,premiun lux,7463,used,100x45x2
HDD,bad,1196,used,55x77x99
monitor,so-so,4433,new,10x55x45
SSD,premium,8274,used,90x123x1
air pods,premiun lux,2396,new,90x123x1
motherboard,normal,5848,new,10x55x45
monitor,premiun lux,9451,used,12x90x56
HDD,normal,2280,used,111x68x7
motherboard,good,121,new,12x90x56
HDD,bad,8429,new,45x34x56
air pods,good,6161,new,12x90x56
monitor,premiun lux,5720,new,55x77x88
videocard,very good,8630,used,55x77x88
teapot,very good,8640,used,12x90x56
HDD,premium,8960,used,45x34x56
player,very good,7897,used,90x123x1
RAM,normal,2400,new,45x34x56
CPU,premiun lux,6258,used,90x123x1
videocard,so-so,4406,new,200x100x1
videocard,normal,8558,used,55x77x99
RAM,so-so,6210,new,111x68x7
motherboard,good,4449,used,12x90x56
teapot,premium,6222,used,55x77x88
player,good,7417,used,200x100x1
player,good,7138,new,45x34x56
computer,so-so,8461,new,12x90x56
air pods,very bad,8883,new,200x100x1
motherboard,normal,2146,new,45x34x56
RAM,premiun lux,9982,used,200x100x1
air pods,premium,1180,used,100x45x2
CPU,very good,3592,new,10x55x45
HDD,very bad,508,new,90x123x1
videocard,good,5062,used,55x77x88
motherboard,normal,1740,used,90x123x1
CPU,so-so,6545,new,111x68x7
air pods,good,9684,new,90x123x1
motherboard,so-so,4020,used,55x77x88
CPU,good,4316,new,45x34x56
player,very good,5052,new,55x77x88
monitor,very bad,6800,new,12x90x56
teapot,very good,2893,used,90x123x1
SSD,so-so,4191,new,100x45x2
player,very bad,9751,new,55x77x88
monitor,normal,6815,used,12x90x56
computer,very bad,6438,used,45x34x56
CPU,very bad,1828,new,12x90x56
monitor,premium,1914,new,100x45x2
monitor,so-so,733,used,100x45x2
SSD,very good,8487,new,45x34x56
HDD,good,6110,new,10x55x45
RAM,so-so,5754,new,10x55x45
videocard,normal,7,used,45x34x56
motherboard,very good,8067,used,90x123x1
HDD,premiun lux,3488,used,12x90x56
HDD,premiun lux,7640,used,90x123x1
motherboard,so-so,9685,new,100x45x2
HDD,normal,8458,new,55x77x88
HDD,normal,7290,new,111x68x7
monitor,premium,9475,new,90x123x1
computer,normal,9149,new,111x68x7
air pods,premium,6975,new,111x68x7
monitor,very bad,5605,used,100x45x2
RAM,normal,4591,used,100x45x2
CPU,so-so,3048,used,55x77x99
CPU,bad,2104,new,12x90x56
computer,premium,7249,new,12x90x56
CPU,so-so,2385,new,12x90x56
videocard,good,3851,new,100x45x2
air pods,very good,9048,used,55x77x99
monitor,bad,5856,used,45x34x56
HDD,so-so,3185,used,100x45x2
teapot,premiun lux,5224,new,90x123x1
videocard,premiun lux,11,new,55x77x99
computer,normal,1508,used,200x100x1
SSD,very bad,8872,new,200x100x1
RAM,so-so,7757,new,45x34x56
CPU,premiun lux,3439,used,100x45x2
CPU,very good,9889,new,200x100x1
videocard,premiun lux,979,used,45x34x56
HDD,premiun lux,7067,used,12x90x56
monitor,so-so,8969,new,90x123x1
videocard,so-so,8186,used,10x55x45
computer,normal,8107,used,10x55x45
SSD,good,5828,used,100x45x2
